tweet,country,state,city,street,geolocation_type,lat,lon
"Perfect weather today in Gettysburg, PA. https://t.co/aZgtv8DdQb",United States,Pennsylvania,Gettysburg,,explicit,39.8308973,-77.231012
"26 March 1650. Montrose is in Orkney, preparing to invade Scotland. He receives the Order of the Garter insignia and letters from Charles II. In effect they say ""Sorry I'm doing a deal with the Covenanters but go ahead do your best and if you win so much the better."" Not great. https://t.co/igh6ndJ3at",Scotland,,,,explicit,56.7861112,-4.1140518
Absolute pearler of a day in Mudgee ☀️☀️☀️ #Manly2Mudgee https://t.co/RHRx3B0b7a,Australia,New South Wales,Mudgee,,explicit,-32.5980702,149.5886383
Dennis Hart and I are about to go live on @khoiradio to discuss abortion and other Iowa political issues. Tune in at 89.1 FM in the Ames listening area or online: https://t.co/mMvCMFAsKp,United States,Iowa,Ames,,explicit,42.0267567,-93.6170448
"Nothing runs like a Deere, unless you steal it.#Ukraine #Russia #Russian #RussianArmyWarCrimes
#RussianArmy #Europe #America 
https://t.co/PO7dTfupku",Ukraine,,,,explicit,49.4871968,31.2718321
Do all narrow-minded Xenophobes just pick up and move to Florida or are they home-grown right there?,United States,Florida,,,explicit,27.7567667,-81.4639835
"Georgia is a very vulnerable football team, the public is gonna be way too high on them after this LSU game.",USA,Georgia,,,explicit,32.3293809,-83.1137366
"The 20th Season of the Philadelphia Jazz Orchestra is officially underway! Catch us at Chris’ Jazz Cafe in Philadelphia this summer! https://t.co/BcfJWC2eyz @ Philadelphia, Pennsylvania https://t.co/PyAK91t4n0",USA,Pennsylvania,Philadelphia,,explicit,39.9527237,-75.1635262
I'M HERE trying for merch first #TXTinDallas,USA,Texas,Dallas,,explicit,32.7762719,-96.7968559
#Wollongong2022 CP1 Baurnfiend* 10'48 Le Net * 10'58,Australia,,Wollongong,,explicit,-34.4243941,150.89385
"Journalists and activists denouncing the situations of racism in the evacuation of Ukraine and being gaslighted and attacked for it. We are not “Putin’s Agents”, we just don’t want a tragic situation for EVERYONE to turn into something even worse for those who are not white. https://t.co/V1ra9HtX9Q",Ukraine,,,,explicit,49.4871968,31.2718321
Proudly wearing my South Dakota Jackrabbit Shirt to celebrate Thanksgiving Day and our segment tonight for Breaking Bond on local Fox News at 9. Tune in tonight for yet another riveting episode of Breaking Bond! https://t.co/m6PtCIbwv3,USA,South Dakota,,,explicit,44.6471761,-100.348761
"Supporters await the arrival of Presidential candidate Bongbong Marcos and Vice Presidential candidate Sara Duterte this morning in Sta. Cruz, Laguna @PTVph https://t.co/LC8NrMRNHf",Philippines,,Sta. Cruz,,explicit,14.2818099,121.414977
"Love this new public art by https://t.co/EJjqh9urFk in downtown #SalemMA - “Do good, be kind!” https://t.co/jUH53y7B2b",USA,Massachusetts,Salem,,explicit,42.5195292,-70.8967226
First tropical storm this season brought full double rainbows 🌈 #orlando #doublerainbow #TropicalStormAlex https://t.co/OemKiLZmRU,USA,Florida,Orlando,,explicit,28.5421109,-81.3790304
"Enter for a chance to win a pair of tickets to see #HarryStyles' #LoveOnTour 2022 at #KiaForum in #Inglewood on Monday, November 7! https://t.co/wnGOHzv1HR",USA,California,Inglewood,,explicit,33.9562003,-118.353132
"Roswell, New Mexico Compares Two Generations of Liz https://t.co/vta4ykSqc9",USA,New Mexico,Roswell,,explicit,33.3943282,-104.5229518
Weird (Lonely) Parrots 🎨 3350 unique digital collectibles. ⌚ 1/1 - Do not be late. 💹 0.03 $ETH now @opensea Link: https://t.co/eAJLpODKxy #NFTCommunity #NFTs #nft #OpenSeaNFT #opensea #NFTshill #nftart #NFTartist #nftdrop #pixelart #nftfam #nftturkey https://t.co/XTK3FK5D9y,Turkey,,,,explicit,38.9597594,34.9249653
POSSIBLE DENSE FOG Thursday morning. It'll be warm and muggy...and also murky! Can't rule out some spotty drizzle or showers as well. #atx #atxwx #txwx #cbsaustinwx https://t.co/rQni6ug3y4 https://t.co/iSfkHi8npT,United States,Texas,Austin,,explicit,30.2711286,-97.7436995
Thanks Amanda Wilson for the tour of the Rehabilitation Institute of Southern Illinois. They hosted the O'Fallon-Shiloh Chamber of Commerce Business After Hours event this evening.,United States,Illinois,O'Fallon,,explicit,38.5922715,-89.9112124
In my happy place with the B-17 Aerial Firefighting veteran B-17 Sentimental Journey and the WWII Veteran B-25 Maid in the Shade at the Museum of Mountain Flying in Missoula 🥰 Come down and see these magnificent warbirds this week if you’re close by! https://t.co/Kjx89vAfmN,United States,Montana,Missoula,,explicit,46.8701049,-113.995267
Radio 2AY breakfast caller Sylvia has given $100 of her $500 quiz prize to Albury Wodonga Health to highlight the need for a new hospital. https://t.co/jUGvxmLfoY,Australia,,Albury,,explicit,-36.0804766,146.9162795
I'm making my first visit to Nashville! @CashMuseum @VisitNashTN https://t.co/isf3GOc6MM,United States,Tennessee,Nashville,,explicit,36.1622767,-86.7742984
Paul McMahon and his son Matt clear a tree from their crushed Honda in the driveway of their Liard Street home in Stittsville. https://t.co/pZtvyxO5qq,Canada,,Stittsville,,explicit,45.2584251,-75.9206131
Thank you to all that attended our International Women's Day event last night #shpk #strathco. Thank you to Four Points for a terrific venue and great food. Thank you to RBC Sherwood Park for your generous sponsorship and Janet Sochatsky for chairing the committee. https://t.co/vUB2Tgr7DD,Canada,,Sherwood Park,,explicit,53.5256963,-113.296631
.@GoMocsSB Headed to Tuscaloosa Regional for 2022 NCAA Tournament,USA,Alabama,Tuscaloosa,,explicit,33.2095614,-87.5675258
Today was actually WORSE than yesterday for the @dallascowboys...🤦‍♂️,USA,Texas,Dallas,,explicit,32.7762719,-96.7968559
look bro ik you’re from texas and you’re in a frat and you’ve got a lifted chevy but other people drive on this road,USA,Texas,,,explicit,31.2638905,-98.5456116
Appleton Area School District $98 million proposed referendum https://t.co/GY0fA9RZO8,USA,Wisconsin,Appleton,,explicit,44.2613967,-88.4069744
Installation of first transmission poles outside Robertstown for $2.4b SA-NSW  interconnector   ⁦@10NewsFirstAdl⁩ https://t.co/AcQP2wSEBX,Australia,South Australia,Robertstown,,explicit,-33.9894919,139.0810719
If this isn't a Toronto headline https://t.co/dCBiKxx5fl @blogTO #affordablehousing,Canada,,Toronto,,explicit,43.6534817,-79.3839347
Gametime!! @PolarBearFBall at home vs. Wisconsin Rapids! Beautiful night for football and a great turnout! #rollbears https://t.co/GKflC8LLCb,USA,Wisconsin,Wisconsin Rapids,,explicit,44.3917589,-89.8228767
"Wow, shocking for Texas, and puts everyone on notice: THIS IS REAL",USA,Texas,,,explicit,31.2638905,-98.5456116
I'm looking forward to another trip to the Bay Area and this will be a highlight!,USA,California,Bay Area,,explicit,37.7884969,-122.3558473
"I’m in Bridgewater for tonight’s Valley District boys basketball opener between Broadway (7-4, 0-0 Valley) and Turner Ashby (5-3, 0-0 Valley). Game just got underway. #VHSL https://t.co/sV17gJ2Bxk",USA,Virginia,Bridgewater,,explicit,38.3820655,-78.9766975
"Where to find some of the best bread in Maine Joe Ricchio has a few suggestions, and chances are there’s a good bakery not too far away. https://t.co/c0Ff9gXyOw",USA,Maine,,,explicit,45.709097,-68.8590201
Lowkey Taako and Merle for Taz @TheZoneCast tonight in Minneapolis!! MBMBaM yesterday was fantastic and hilarious! #thezonecast #MBMBaMLive https://t.co/8p0VfqvwXn,United States,Minnesota,Minneapolis,,explicit,44.9772995,-93.2654692
Crete hosting Beatrice in a Week 7 matchup! Grateful to have the chance to be on the sidelines! Catch it on @NewsChannelNE https://t.co/vmlkB2Fz29,United States,Nebraska,Crete,,explicit,40.628143,-96.961372
A SHOP HERR HAS A PS5 FOR 900 DOLLARS WTF CAN I ALSO MENTION THEY ALSO HAVE A SEGA GENESIS THAT LOOKS IN PRETTY GOOD CONDITION FOR ONLY 70 IM SICK OF ALL THESE IDIOT'S IN OHIO SAYING THERE PRO BOZO TRAITOR CHUMP # THATS THE LAST THING OHIO NEEDS IS ANOTHER BOZO TRAITOR CHUMP SHITPORTER,United States,Ohio,,,explicit,40.2253569,-82.6881395
"Toes in the beautiful, warm sand on Lindquist Beach, St. Thomas… . . . #toesinthesand #cantshakethesandfromyoursoul #needbeach #rum_therapy #rumtherapy #usvi #usvirginislands #stthomas #caribbean #lindquistbeach https://t.co/9exZXkfdpY https://t.co/WwStJMI3JZ",United States,Virgin Islands,St. Thomas,Lindquist Beach,explicit,18.3375095,-64.8576654
Getting closer to game time. #Denver7 #Broncos https://t.co/LaUVOU1dt7,United States,Colorado,Denver,,explicit,39.7392364,-104.984862
Happy Sunday @iguessimasian! How was Chicago,United States,Illinois,Chicago,,explicit,41.8755616,-87.6244212
"Please join us this Saturday, June 18, for the All- District Marching Band Performance at the Pacific Crest So Cal Drum Corps Sneak Preview Event. Entrance is free for all MVUSD students and staff. Come support your fellow students!🎼🎵🎶 https://t.co/5jjVp0DKhF",United States,California,,Pacific Crest,explicit,33.490566,-117.6947167
Hi from Cabo 🍹 https://t.co/CQayHhi2iy,Mexico,,Cabo,,explicit,21.4820265,-97.3490094
GM GM!🌤 Happy Monday from South Korea. Will be working on the community Franklin after work today! https://t.co/4Wv4BsYNHY,South Korea,,,,explicit,36.638392,127.6961188
Ahhhh KIKI comin for carnivallllllllllll 🫠🫠🫠 Antigua will never be the same! 😩🙌🏾😝🥹😂 #sheready https://t.co/LV7f35ye3R,Antigua and Barbuda,,Antigua,,explicit,17.0855891,-61.79456028639201
✶DAILY SHOUTOUT for ASTROAD in MANILA✶ D - 64 💜 I can't wait for Filorohas to make #ASTRO in Manila as epic &amp; memorable for the boys when it finally happens. We'll be ready to sing our hearts out 😆 #아스트로 @fantagiomusic_ @ASTRO_Staff @pulpliveworld @happeehour @KringKim https://t.co/WFE0Bw9A1P,Philippines,,Manila,,explicit,14.5906346,120.9799964
The first airplane trail I saw in at least six months during the Pandemic. #Halifax #nft #nftphotography #photographynft Check out my NFT listing on OpenSea! https://t.co/0kMoNuINnl via @opensea,Canada,,Halifax,,explicit,44.648618,-63.5859487
"London, 1988 [archives] https://t.co/2pmd54UnSQ",UK,,London,,explicit,51.4893335,-0.1440550845276872
"Nothing says ""welcome home to New York"" than a thiq ass roach crawling on my naked ass body in the shower.",USA,New York,New York,,explicit,40.7127281,-74.0060152
"Split Rock Golf Course, Bronx, New York.  Still dazzling for all the winter players…. https://t.co/EbzDaLbJkO",USA,New York,New York,"Split Rock Golf Course, Bronx",explicit,40.8792637,-73.80208683231751
"Trying to figure out if I need bubble wrap AND a helmet for Wednesday or just the helmet, bc the way that @OrlandoJS84 swung Sunday from the pulpit in his civic has me reeeeeeaaaallll nervous about what he'll do in plain clothes. 🥴",USA,Florida,Orlando,,explicit,28.5421109,-81.3790304
Way to go Brazil! Fuck fascists!,Brazil,,,,explicit,-10.3333333,-53.2
"Apparently there's a speed camera in Te Poi. We went over to Tauranga and back in the same morning and got a ticket in both directions. 😂 I love how they say ""alleged speed"" in the notice. 🖕",New Zealand,Waikato,Te Poi,,explicit,-37.8714373,175.8433263
We’re posted right out right by the Hot 103.1 Radio station truck in Plaza de Las Cruces! Come on by! 🙂 #ECE @VoteYES4KidsNM https://t.co/Agx2Qppztw,USA,New Mexico,Las Cruces,,explicit,32.3140354,-106.779807
"The end of the beginning, 12 years with Everett Football has come to its conclusion🌊. #RollTide https://t.co/tqkh8DZM7j",USA,Washington,Everett,,explicit,47.9793437,-122.2127011
"Our ""Vichai has a dream"" chant says ""champions of England, you made us sing that"" instead of ""you'll never sing that"" which is how lots of opposition supporters have interpreted it",England,,,,explicit,52.5310214,-1.2649062
They tasked him with creating offense for Team Canada. Which he did in aplomb. And the good people of Canada loved him for it…,Canada,,,,explicit,61.0666922,-107.991707
"🎵 vamos, Saint Louis City 🎵",USA,Missouri,Saint Louis,,explicit,38.6280278,-90.1910154
Dropped @ 1-2-2 in #Arlington. First major event and my inexperience showed.,USA,Texas,Arlington,,explicit,32.7355816,-97.1071186
I have never had the australia day talk with eli and it is weird explaining to someone on the other side of the world 1. the hold patriotism has on this country and 2. the way australia day landed on invasion day,Australia,,,,explicit,-24.7761086,134.755
"Whether your state requires certification or not, you won’t want to miss this opportunity to attend the NFDA Cremation Certification Program on November 14 in Mountain Home, Arkansas.",USA,Arkansas,Mountain Home,,explicit,36.3361391,-92.3801187
Soak up the Waikiki sunshine poolside at #OutriggerReef,USA,Hawaii,Honolulu,Waikiki,explicit,21.2793568,-157.8285713
Off-season gains. Varsity doing post-workout yoga and Frosh in the weight room. #PowayFootball https://t.co/JiGZDK19LG,United States,California,Poway,,explicit,32.9628234,-117.035864
"Thank you My Savior and my Lord Jesus, for this another day of a full of life morning, goodmorning 🙏 ❤ Hellow lizquen and lizquens family 👪 ❤ stay dry and healthy, and don't forget to always pray for our beloved philippines 🇵🇭 🙏 ❤ God bless you all abundantly.",Philippines,,,,explicit,12.7503486,122.7312101
Ballistic missiles frequently fly in the seas near Japan. Scary😭,Japan,,,,explicit,36.5748441,139.2394179
016: 5615 N Cumberland Caller says a Firefighter threatened him #Chicago #ChicagoScanner,United States,Illinois,Chicago,5615 N Cumberland,explicit,41.9818517,-87.83564995695916
Oregon's North Fork Creek in black and white - https://t.co/kNc6od0rxl More nature photography at https://t.co/lj33jiU2zm #photography https://t.co/oKDM2Aqh4a,United States,Oregon,,,explicit,43.9792797,-120.737257
Thursday evening in #ParqueMexico https://t.co/GNgnZfEbKV,Mexico,,Mexico City,,explicit,19.4326296,-99.1331785
"Renovated to offer the height of family luxury and rare river accessibility, this stylish character home sits in a tranquil and prestigious enclave of inner-city West End. For more details click here: https://t.co/FemKzLNHIN https://t.co/S0jBsDuOqi",Australia,Queensland,Brisbane,West End,explicit,-27.4823925,153.00593163692594
The command center is in PITTSBURGH?????,United States,Pennsylvania,Pittsburgh,,explicit,40.4416941,-79.9900861
"Todays views at The Old Head, Kinsale. What a stunning country we live in #kinsale #heatwave #WildAtlanticWay https://t.co/CsclOm2gjQ",Ireland,,Kinsale,,explicit,51.705737,-8.5229823
"Rotation tightening up more near Plum Grove, TX. #txwx https://t.co/hEAD1p70x0",USA,Texas,Plum Grove,,explicit,30.2146577,-95.0949311
@EarlMoxam on his new book #VantagePointJamaica A Reporter's Chronicle. #BeyondtheHeadlines https://t.co/FynqU3AzyO,Jamaica,,,,explicit,18.1850507,-77.3947693
DJ Walton is having his way with Grovetown on both sides of the ball. This pass break up helped stall Grovetown’s first offensive series. Evans leads 7-0 after one quarter. https://t.co/r8zdIt3fnC,USA,Georgia,Grovetown,,explicit,33.4504157,-82.1981764
#Georgia PSA MAY 20 last day of early voting! #GOTV,USA,Georgia,,,explicit,32.3293809,-83.1137366
"Under The Hill in Natchez, listening to our friend Maggie (brunette) sing 🎶 https://t.co/LXwnNJmJof",USA,Mississippi,Natchez,,explicit,31.5604076,-91.403171
The first @CoachSampsonUH Radio Show of the season begins at 7 p.m. from @AcmeOyster on Westheimer https://t.co/3FljI3PgPv,USA,Texas,Houston,Westheimer,explicit,29.73731835,-95.60373287102166
"Portland Trail Blazers, de Didi Louzada, vence New York Knicks e conquista a Summer League de 2022 https://t.co/9MBWpL3wSl",USA,Oregon,Portland,,explicit,45.5202471,-122.674194
"This week I bumped into three people I knew on the streets of Toronto and two strangers struck up a conversation with me. Felt very 2020 to have spontaneous conversations with people outside my social circle. And man, I missed it!!",Canada,,Toronto,,explicit,43.6534817,-79.3839347
"The sun is officially down in #Raleigh. #Sunset for April 25, 2022 at 07:56PM Current Temps here: https://t.co/WlHiiYT1BH",USA,North Carolina,Raleigh,,explicit,35.7803977,-78.6390989
"Portland Trail Blazers, de Didi Louzada, vence New York Knicks e conquista a Summer League de 2",USA,New York,New York City,,explicit,40.7127281,-74.0060152
"4 Bed House with Pool Directly on Golf Course, Kathu, Phuket - 13.5% Discount! Now only THB 12.9m (US$ 340K)

4 Bed, 2 Storey Townhouse for Sale on the 9th Hole of Loch Palm Golf Course

#PhuketProperty #PhuketVillas #PhuketRealEstate #SiamRealEstate

https://t.co/4ywVhdWkbn https://t.co/NYyACoxA80",Thailand,,Phuket,,explicit,7.9366015,98.3529292
"Have a goodnight, Bettina……bet that lady in Miami does after being hugged by Sam❤️❤️❤️🇨🇦🎶🎶🎶🎶",United States,Florida,Miami,,explicit,25.7741728,-80.19362
"Bulk Cole Anthony Lot 17 Parallels and 25 assorted base $65 shipped BMWT 

RT @HobbyConnector @sports_sell @hobbyretweeters @HobbyRetweet_ @HiveRetweets #OrlandoMagic https://t.co/94hSeJnvFP",United States,Florida,Orlando,,explicit,28.5421109,-81.3790304
"This reminds me of the time that I flew into Philadelphia on a 5am flight that just so happened to be the day of the super bowl parade. 

I had to listen to people singing “fly eagles fly” for the duration of the flight. 

It was literal hell.",United States,Pennsylvania,Philadelphia,,explicit,39.9527237,-75.1635262
"Had a great time with Crossroads Church in Whiteville, NC this morning! 

First time preaching ""open air"", re-connecting with friends, meeting new @ncbaptist friends & ending the day with a BBQ potluck! My heart & belly are full! https://t.co/vOrbKfgHcO",United States,North Carolina,Whiteville,,explicit,34.3387802,-78.7030721
Ellendale was not so lucky yesterday when a strong summer thunderstorm caused many trees and branches to come down. Our team went out and helped our neighbors clean up. Thankful for our employees who #careforcommunity.  #DRNinthecommunity https://t.co/gElOTbspl1,United States,North Dakota,Ellendale,,explicit,46.00275,-98.527046
"A special weather statement has been issued for Miami FL, Miami Beach FL and  Kendall FL until 8:45 PM EDT https://t.co/9ykw0Qf6AA",United States,Florida,Miami,,explicit,25.7741728,-80.19362
Happy  Independence Day Malaysia! ❤️ 6️⃣5️⃣🇲🇾🇲🇾🇲🇾 #Merdeka,Malaysia,,,,explicit,4.5693754,102.2656823
"#bisbee All of these pics are part of my daily walking routine! Be it 30min or an hour or two, I ALWAYS find new artwork or old that I've never noticed before! Everyone who walks ""daily "" in Old Bisbee say similar things! Some grew up here! They're great to listen to USUALLY!🍀 https://t.co/eiWhafmjPF",USA,Arizona,Bisbee,,explicit,31.4417165,-109.9159946
"The Waco Brothers at the Marquette Waterfront Festival at Yahara Place Park in Madison, WI https://t.co/yYgCj10FcS https://t.co/7FmgeBCPKN",USA,Wisconsin,Madison,Yahara Place Park,explicit,43.0871302,-89.35191094957187
Red Line Alert: Trains are temporarily bypassing Wheaton as a safety precaution. Metrobus Y7 operates btwn Wheaton and Forest Glen.,USA,Maryland,Wheaton,,explicit,39.04979325,-77.05228508396917
Memories of Delhi in the rare months when the weather is perfect and evening walks are enjoyable. https://t.co/W134ea1XGl,India,Delhi,Delhi,,explicit,28.6138954,77.2090057
Lived & traveled all over but can confidently say South Dakota skies are the best.,USA,South Dakota,,,explicit,44.6471761,-100.348761
Winter has finally arrived in Kentucky ❄️ https://t.co/ihVPyn3v4I,USA,Kentucky,,,explicit,37.5726028,-85.1551411
Finally made to Minnesota! Feels good to be in the city now🤩,USA,Minnesota,,,explicit,45.9896587,-94.6113288
"I was proud to vote yes today on legislation declaring King County’s support for reproductive freedom. Congress must codify Roe v. Wade, and until then Washington State and King County will remain a place where reproductive rights and health are respected. https://t.co/oow67wV4ZG",USA,Washington,King County,,explicit,47.4873376,-121.8622122
"On Saturday evening, Wexford Dispatch Center notified law enforcement units of a red vehicle, driving erratically on M-115 Highway coming in from Osceola County. https://t.co/vlVSsvMRWN",USA,Michigan,Wexford,,explicit,44.3353211,-85.5741088
Colorado River named most endangered river in the U.S. https://t.co/xedifrprDI #waterscarity #foodshortage #SoilforWater #SaveSoilMovement #agriculture @cpsavesoil https://t.co/YMid9JiH6P,U.S.,,,,explicit,51.4376108,7.3303862
"Mixed things up with a different coloured beanie for tonight 😆 Happy New Year, from England, all the best for 2023, friends 🎉🥳🎊 https://t.co/4X6UJlPSwP",England,,,,explicit,52.5310214,-1.2649062
"Amsterdam, Prague, Vienna. The @CleveOrchestra is taking the ""Cleveland sound"" to 9 European capitals on its first international tour in 3 years. Every concert a sellout. And, no, I was not invited https://t.co/ZlJAic3q5t @COChorus",,,Cleveland,,implicit,41.4996574,-81.6936772
"The Cricova winery in Moldova has street names so visitors don't let lost in its 120 km of underground tunnels, which are so big, you can actually drive through them. #DiggingTheWorld 🌍 https://t.co/HM6Ie2iuib",Moldova,,Cricova,,explicit,47.13488025,28.865023396866142
"WHAT R U WAITIN’ FOR?!  BUY YOUR TIX TO KATE’S FIRST @marchofdimescda TORONTO #MODCTea IN 3 YEARS! ON DECEMBER 11, #YR ‘s @KATELINDER @CJLeBlanc @BrytonEjames @_Brytni @MishaelMorgan1 @camryngrimes & #CaitFairbanks WILL BE AT THE @FairmontRYH !  TIX- https://t.co/JAyXvtyOdE https://t.co/1sDvl9n2nP",Canada,Ontario,Toronto,,explicit,43.6534817,-79.3839347
"The best thing about Tapia's inside-the-park Grand Slam Home Run Friday night in Boston is that he hustled. For some players that might have only been a double. For some, even, just a single.",USA,Massachusetts,Boston,,explicit,42.3554334,-71.060511
We ❤️ our fans! Thank you for greeting us following our return to Wilmington this afternoon. #HawkYeah #UNCW https://t.co/79CjrIn9UT,USA,North Carolina,Wilmington,,explicit,34.2257282,-77.9447107
Sun dog in Mercer County. @Kentuckyweather https://t.co/LueKoPpx0m,USA,Kentucky,,,explicit,37.5726028,-85.1551411
Current local time in 🇮🇹 Rome is 00:59,Italy,,Rome,,explicit,41.8933203,12.4829321
We finally have a working fridge in the lab! I guess we are now officially the coolest place in Sacramento! https://t.co/GLw92nnESu,USA,California,Sacramento,,explicit,38.5810606,-121.493895
"LONDON HARRY STYLES fans, @Melinduhh97 is selling TWO tickets to the show on June 18th for $80 USD each! #HarryStylesLoveOnTour #LoveOnTour #LoveOnTour2022 https://t.co/opyQvhoDRu",UK,,London,,explicit,51.4893335,-0.1440550845276872
The word root has a different slang meaning in Australia. A ‘where I root’ campaign here would be amusing.,Australia,,,,implicit,-24.7761086,134.755
HRC: Florida’s Decision to Refuse Life-Saving Care for Trans Youth Only Intensifies a Public Health Crisis and Will Cause Real Harm to Countless Youth and their Families https://t.co/cwgUUdOrs0 via @HRC,USA,Florida,,,explicit,27.7567667,-81.4639835
Nova Scotia is reporting its first monkeypox case in a resident https://t.co/BO9r88qEJn https://t.co/BO9r88qEJn,Canada,Nova Scotia,,,explicit,45.1960403,-63.1653789
"The My Chemical Romance show in Los Angeles proved to be a communion of sorts, uniting like-minded devotees of all ages and stripes chanting ""so long and goodnight."" https://t.co/v94vzCEpDP",USA,California,Los Angeles,,explicit,34.0536909,-118.242766
"River win 2-1 at Defensa to move í to second in Copa Liga. DyJ maybe deseverd a draw, had some clear opportunity to score. Next up for River, away game in Copa Libertadores vs Allianza Lima in front of a pumped up crowd on Wednesday/Thursday kick off 24:00 🇮🇸 https://t.co/rOm5iZcgWZ",Peru,,Lima,,explicit,-12.0621065,-77.0365256
Scanning some old negatives.. ahh Bathurst in the early 90's :) https://t.co/B37BzcZCiN,Australia,,Bathurst,,explicit,-33.4166378,149.5804943
"Tied at the half 0-0 ⁦@UGASoccer⁩ vs USC. Also, one of the best spots for a sunset in Athens! #GoDawgs https://t.co/nETxm7kUmb",USA,Georgia,Athens,,explicit,33.9597677,-83.376398
I think about taxi driver every single day of my life How do u live in Chicago and not know what brick means,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
"What will Als offence look like under Jason Maas?: Jason Maas has had to patiently wait his turn for a head coaching gig to open. Now that he’s been hired as the new bench boss of the Montreal Alouettes, he’s going to do things his way… https://t.co/odoPkiRMw0 via @joeyalfieri https://t.co/gLeqKPu2TV",Canada,Quebec,Montreal,,explicit,45.5031824,-73.5698065
The 4th of July in Rhode Island with the Califanos! Happy Independence Day! Huzzah!! Let us be grateful for our freedoms in a democracy! 🧨🇺🇸🎉🎊✨🗽🎉🎊🇺🇸🧨 #July4th #family #LetFreedomRing #Happy4thofJuly #IndependenceDay #amwriting #NewEngland #RI #democracy https://t.co/2d2zF86EbX,USA,Rhode Island,,,explicit,41.7962409,-71.5992372
Still can’t believe I’ve heard Shaykh Sudais and Sheyk Shureim recite live. I’m still in awe 😭😭 All I need to sample now is Sheyk Al Muaiqly and I’m done!!!! #Makkah #Ramadan,Saudi Arabia,,Makkah,,explicit,21.420847,39.826869
So… the burger wars have commenced in the Minnesota governor’s race thanks O’Patrick @jpcoolican https://t.co/Yuc6BE3BRF,USA,Minnesota,,,explicit,45.9896587,-94.6113288
The UK regards the Holyrood Gender Reform legislation as political. https://t.co/szCQsG79kj via @YouTube,UK,,,,explicit,54.7023545,-3.2765753
COVID recovery singing practice. Letting out my inner Disney Adult. Instrumental is London Music Works - Ev'rybody Wants To Be A Cat https://t.co/5SQecmBeer,UK,,London,,implicit,51.5074456,-0.1277653
"My dad worked in Russia for two years for the guberment, he would tell you the every day people are nice but as for the government/military some of the most corrupt and two faces liars you’ll ever meet in your life and can’t get be trusted.",Russia,,,,explicit,64.6863136,97.7453061
"what a shit show, work clearly stated that they’d supply us with a taxi back into town for those of who stayed later after the gig finished…we’re on the curb waiting outside Malahide Castle for a taxi..no more contact from our boss anymore..clearly couldn’t give a shite.",Ireland,,Dublin,Malahide Castle,explicit,53.44493685,-6.164611319697125
"Congratulations to the @BowralHS class of 2021. On behalf of our school community, I would like to congratulate you on your outstanding #HSC results! One @NewsAtNESA Top Achiever, 13 students on the Distinguished Achievers List. 20 band 6’s and one E4…👏 @dizdarm @KPowzun",Australia,,Bowral,,explicit,-34.4816626,150.4177868
Great news tonight out of the 571. Excited to welcome a talented middie to the @BridgewaterMLAX family and our 2023 recruiting class. #BIA #BElite #BCStrong https://t.co/ARX5ZFNBf8,United States,Virginia,Bridgewater,,explicit,38.3820655,-78.9766975
‘To actually win here is unbelievable’: home rider celebrates epic victory in London grand prix https://t.co/gJmiFAXZ6i https://t.co/YxcHyG79jH,United Kingdom,,London,,explicit,51.5074456,-0.1277653
"The Infantry Battle School organized a cracking Bonfire Night on Saturday, 5th of November 2022 in Dering Lines. A huge number of spectators from Brecon local area were present. https://t.co/XP085hGpLv",United Kingdom,,Brecon,,explicit,51.9472048,-3.391696
The Charlotte Hornets shot 100% from three-point range in the third quarter of tonight’s game. That marks their 16th perfect quarter from three-point range in franchise history and the first since 12/11/2017. https://t.co/6NzaJaIMdG,United States,North Carolina,Charlotte,,explicit,35.2272086,-80.8430827
"Undergrad students! @CareerConnectSW has a scholarship available to cover tuition, fees and other indirect costs of attendance at eligible public or private college or universities in Washington state. The deadline to apply is 03/02/22. Learn more: https://t.co/hWvXvrrmvs",United States,Washington,,,explicit,47.2868352,-120.212613
Thank you  @beauforthotelnc for sponsoring lunch for our campers! Your support gives these students opportunities to explore careers and skills for their future. #cache2022 @AllisonCTE @CarteretK12 @CTEforNC #careerready https://t.co/DNbIUpwsTL,United States,North Carolina,Beaufort,,explicit,35.469331,-76.8927522
Des Moines Area goes on a 7-0 run to finish off Sullivan County 87-76,United States,Iowa,Des Moines,,explicit,41.5868654,-93.6249494
Kinfolk just got from the airport to Tacoma in damn near 10min 😂😂😂,United States,Washington,Tacoma,,explicit,47.2455013,-122.438329
"Rochester, New York agrees to pay $12 million in the death of Daniel Prude, a Black man who died after police restraint. https://t.co/RtGubXYPrh",United States,New York,Rochester,,explicit,43.157285,-77.615214
Chicago med episode 1 🥰,United States,Illinois,Chicago,,explicit,41.8755616,-87.6244212
“Ontario was ‘not prepared to do anything’ with respect to the insurance or commercial vehicle registrations held by the truckers involved” https://t.co/Ioh5YIjBHX #onpoli #ottcity,Canada,Ontario,Ottawa,,explicit,45.4208777,-75.6901106
"Music and mathematics have always been intimately intertwined, as have music and mysticism. Buy your tickets to the Sophia Club New York as our esteemed speakers and artists search for contemporary transcendence | Visit https://t.co/ZHz8zGGdcc",United States,New York,New York,,explicit,40.7127281,-74.0060152
"Just posted a photo @ Brooklyn, New York https://t.co/dpHqRwQSzt",United States,New York,Brooklyn,,explicit,40.6526006,-73.9497211
